"","X","Y","FFMC","DMC","DC","ISI","temp","RH","wind","rain","area","log.Y","log.DC","log.RH","log.wind","log.area"
"56",4,3,92.9,137,706.4,9.2,27.7,24,2.2,0,0,1.09861228866811,6.56159627677138,3.17805383034795,0.78845736036427,0
"57",4,3,90.3,80.7,730.2,6.3,17.8,63,4.9,0,0,1.09861228866811,6.59468702013994,4.14313472639153,1.58923520511658,0
"58",4,3,92.6,46.5,691.8,8.8,13.8,50,2.7,0,0,1.09861228866811,6.54074135724823,3.91202300542815,0.993251773010283,0
"59",2,2,84,9.3,34,2.1,13.9,40,5.4,0,0,0.693147180559945,3.55534806148941,3.68887945411394,1.68639895357023,0
"60",2,2,86.6,13.2,43,5.3,12.3,51,0.9,0,0,0.693147180559945,3.78418963391826,3.93182563272433,-0.105360515657826,0
"61",2,2,89.3,51.3,102.2,9.6,11.5,39,5.8,0,0,0.693147180559945,4.63666885304746,3.66356164612965,1.75785791755237,0
"62",2,2,89.3,51.3,102.2,9.6,5.5,59,6.3,0,0,0.693147180559945,4.63666885304746,4.07753744390572,1.84054963339749,0
"63",2,2,93,75.3,466.6,7.7,18.8,35,4.9,0,0,0.693147180559945,6.14761322959791,3.55534806148941,1.58923520511658,0
"64",2,2,90.2,99.6,631.2,6.3,20.8,33,2.7,0,0,0.693147180559945,6.44920579978152,3.49650756146648,0.993251773010283,0
"65",2,2,91.1,103.2,638.8,5.8,23.1,31,3.1,0,0,0.693147180559945,6.46115562751542,3.43398720448515,1.1314021114911,0
"66",2,2,91.7,114.3,661.3,6.3,18.6,44,4.5,0,0,0.693147180559945,6.49571862549093,3.78418963391826,1.50407739677627,0
"67",2,2,92.4,117.9,668,12.2,23,37,4.5,0,0,0.693147180559945,6.50578406012823,3.61091791264422,1.50407739677627,0
"68",2,2,92.4,117.9,668,12.2,19.6,33,5.4,0,0,0.693147180559945,6.50578406012823,3.49650756146648,1.68639895357023,0
"69",2,2,92.4,117.9,668,12.2,19.6,33,6.3,0,0,0.693147180559945,6.50578406012823,3.49650756146648,1.84054963339749,0
"70",4,5,91.7,33.3,77.5,9,17.2,26,4.5,0,0,1.6094379124341,4.36309862478836,3.25809653802148,1.50407739677627,0
"71",4,5,91.2,48.3,97.8,12.5,15.8,27,7.6,0,0,1.6094379124341,4.59309760475382,3.29583686600433,2.02814824729229,0
"72",4,5,94.3,85.1,692.3,15.9,17.7,37,3.6,0,0,1.6094379124341,6.54146280594844,3.61091791264422,1.28093384546206,0
"73",5,4,91.7,33.3,77.5,9,15.6,25,6.3,0,0,1.38629436111989,4.36309862478836,3.2188758248682,1.84054963339749,0
"74",5,4,88.8,147.3,614.5,9,17.3,43,4.5,0,0,1.38629436111989,6.42243494562451,3.76120011569356,1.50407739677627,0
"75",5,4,93.3,141.2,713.9,13.9,27.6,30,1.3,0,0,1.38629436111989,6.57214267277281,3.40119738166216,0.262364264467491,0
"76",9,9,84.2,6.8,26.6,7.7,6.7,79,3.1,0,0,2.19722457733622,3.3178157727231,4.36944785246702,1.1314021114911,0
"77",9,9,86.6,13.2,43,5.3,15.7,43,3.1,0,0,2.19722457733622,3.78418963391826,3.76120011569356,1.1314021114911,0
"78",1,3,87.6,52.2,103.8,5,8.3,72,3.1,0,0,1.09861228866811,4.65205377188694,4.27666611901606,1.1314021114911,0
"79",1,2,90.1,108,529.8,12.5,14.7,66,2.7,0,0,0.693147180559945,6.27438530245805,4.18965474202643,0.993251773010283,0
"80",1,2,91,121.2,561.6,7,21.6,19,6.7,0,0,0.693147180559945,6.33256889605576,2.94443897916644,1.90210752639692,0
"81",1,2,91.4,142.4,601.4,10.6,19.5,39,6.3,0,0,0.693147180559945,6.40092167648568,3.66356164612965,1.84054963339749,0
"82",1,2,90.2,99.6,631.2,6.3,17.9,44,2.2,0,0,0.693147180559945,6.44920579978152,3.78418963391826,0.78845736036427,0
"83",1,2,94.8,108.3,647.1,17,18.6,51,4.5,0,0,0.693147180559945,6.47404500543367,3.93182563272433,1.50407739677627,0
"84",1,2,92.1,111.2,654.1,9.6,16.6,47,0.9,0,0,0.693147180559945,6.48478789573783,3.85014760171006,-0.105360515657826,0
"85",1,2,91.7,114.3,661.3,6.3,20.2,45,3.6,0,0,0.693147180559945,6.49571862549093,3.80666248977032,1.28093384546206,0
"86",1,2,92.9,137,706.4,9.2,21.5,15,0.9,0,0,0.693147180559945,6.56159627677138,2.70805020110221,-0.105360515657826,0
"87",1,2,92.9,137,706.4,9.2,25.4,27,2.2,0,0,0.693147180559945,6.56159627677138,3.29583686600433,0.78845736036427,0
"88",1,2,92.9,137,706.4,9.2,22.4,34,2.2,0,0,0.693147180559945,6.56159627677138,3.52636052461616,0.78845736036427,0
"89",1,2,93.5,149.3,728.6,8.1,25.3,36,3.6,0,0,0.693147180559945,6.59249643876012,3.58351893845611,1.28093384546206,0
"90",6,5,91.7,35.8,80.8,7.8,17.4,25,4.9,0,0,1.6094379124341,4.4042772436087,3.2188758248682,1.58923520511658,0
"91",6,5,90.2,96.9,624.2,8.9,14.7,59,5.8,0,0,1.6094379124341,6.43807159854732,4.07753744390572,1.75785791755237,0
"92",8,6,91.7,35.8,80.8,7.8,17.4,24,5.4,0,0,1.79175946922805,4.4042772436087,3.17805383034795,1.68639895357023,0
"93",8,6,92.3,85.3,488,14.7,20.8,32,6.3,0,0,1.79175946922805,6.19236248947487,3.46573590279973,1.84054963339749,0
"94",8,6,91.4,142.4,601.4,10.6,18.2,43,4.9,0,0,1.79175946922805,6.40092167648568,3.76120011569356,1.58923520511658,0
"95",8,6,91.1,103.2,638.8,5.8,23.4,22,2.7,0,0,1.79175946922805,6.46115562751542,3.09104245335832,0.993251773010283,0
"96",4,4,89.7,90,704.4,4.8,17.8,64,1.3,0,0,1.38629436111989,6.55876501780195,4.15888308335967,0.262364264467491,0
"97",3,4,83.9,8,30.2,2.6,12.7,48,1.8,0,0,1.38629436111989,3.44041809481544,3.87120101090789,0.587786664902119,0
"98",3,4,69,2.4,15.5,0.7,17.4,24,5.4,0,0,1.38629436111989,2.80336038090653,3.17805383034795,1.68639895357023,0
"99",3,4,91.4,142.4,601.4,10.6,11.6,87,4.5,0,0,1.38629436111989,6.40092167648568,4.46590811865458,1.50407739677627,0
"100",3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0,0,1.38629436111989,6.40092167648568,3.66356164612965,1.68639895357023,0
"101",3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0,0,1.38629436111989,6.40092167648568,3.66356164612965,1.68639895357023,0
"102",3,4,88.8,147.3,614.5,9,14.4,66,5.4,0,0,1.38629436111989,6.42243494562451,4.18965474202643,1.68639895357023,0
"103",2,4,94.8,108.3,647.1,17,20.1,40,4,0,0,1.38629436111989,6.47404500543367,3.68887945411394,1.38629436111989,0
"104",2,4,92.5,121.1,674.4,8.6,24.1,29,4.5,0,0,1.38629436111989,6.51530510795147,3.36729582998647,1.50407739677627,0
"105",2,4,82.1,3.7,9.3,2.9,5.3,78,3.1,0,0,1.38629436111989,2.33214389523559,4.35670882668959,1.1314021114911,0
"106",4,5,85.9,19.5,57.3,2.8,12.7,52,6.3,0,0,1.6094379124341,4.06560209335645,3.95124371858143,1.84054963339749,0
"107",4,5,91.4,30.7,74.3,7.5,18.2,29,3.1,0,0,1.6094379124341,4.32148013480585,3.36729582998647,1.1314021114911,0
"108",4,5,90.2,99.6,631.2,6.3,21.4,33,3.1,0,0,1.6094379124341,6.44920579978152,3.49650756146648,1.1314021114911,0
"109",4,5,92.5,88,698.6,7.1,20.3,45,3.1,0,0,1.6094379124341,6.55050874314445,3.80666248977032,1.1314021114911,0
"110",4,5,88.6,91.8,709.9,7.1,17.4,56,5.4,0,0,1.6094379124341,6.56653177293544,4.02535169073515,1.68639895357023,0
"111",4,4,85.9,19.5,57.3,2.8,13.7,43,5.8,0,0,1.38629436111989,4.06560209335645,3.76120011569356,1.75785791755237,0
"112",3,4,91.7,33.3,77.5,9,18.8,18,4.5,0,0,1.38629436111989,4.36309862478836,2.89037175789616,1.50407739677627,0
"113",3,4,89.7,90,704.4,4.8,22.8,39,3.6,0,0,1.38629436111989,6.55876501780195,3.66356164612965,1.28093384546206,0
"114",3,4,91.8,78.5,724.3,9.2,18.9,35,2.7,0,0,1.38629436111989,6.58658536236937,3.55534806148941,0.993251773010283,0
"115",3,4,88.1,25.7,67.6,3.8,15.8,27,7.6,0,0,1.38629436111989,4.22829253473184,3.29583686600433,2.02814824729229,0
"116",3,5,88.1,25.7,67.6,3.8,15.5,27,6.3,0,0,1.6094379124341,4.22829253473184,3.29583686600433,1.84054963339749,0
"117",3,4,91.7,35.8,80.8,7.8,11.6,30,6.3,0,0,1.38629436111989,4.4042772436087,3.40119738166216,1.84054963339749,0
"118",3,4,91.7,35.8,80.8,7.8,15.2,27,4.9,0,0,1.38629436111989,4.4042772436087,3.29583686600433,1.58923520511658,0
"119",3,4,90.1,39.7,86.6,6.2,10.6,30,4,0,0,1.38629436111989,4.47278099794235,3.40119738166216,1.38629436111989,0
"120",3,4,93,75.3,466.6,7.7,19.6,36,3.1,0,0,1.38629436111989,6.14761322959791,3.58351893845611,1.1314021114911,0
"121",3,4,91.5,145.4,608.2,10.7,10.3,74,2.2,0,0,1.38629436111989,6.41214662102101,4.30406509320417,0.78845736036427,0
"122",3,4,91.5,145.4,608.2,10.7,17.1,43,5.4,0,0,1.38629436111989,6.41214662102101,3.76120011569356,1.68639895357023,0
"123",3,4,92.4,124.1,680.7,8.5,22.5,42,5.4,0,0,1.38629436111989,6.52458967836874,3.73766961828337,1.68639895357023,0
"124",3,4,84.4,73.4,671.9,3.2,17.9,45,3.1,0,0,1.38629436111989,6.51159673019427,3.80666248977032,1.1314021114911,0
"125",3,4,94.3,85.1,692.3,15.9,19.8,50,5.4,0,0,1.38629436111989,6.54146280594844,3.91202300542815,1.68639895357023,0
"126",3,4,92.6,46.5,691.8,8.8,20.6,24,5.4,0,0,1.38629436111989,6.54074135724823,3.17805383034795,1.68639895357023,0
"127",3,5,87.6,52.2,103.8,5,9,49,2.2,0,0,1.6094379124341,4.65205377188694,3.89182029811063,0.78845736036427,0
"128",3,5,93.5,149.3,728.6,8.1,17.2,43,3.1,0,0,1.6094379124341,6.59249643876012,3.76120011569356,1.1314021114911,0
"129",3,5,91.4,37.9,673.8,5.2,15.9,46,3.6,0,0,1.6094379124341,6.51441635067181,3.8286413964891,1.28093384546206,0
"130",2,5,92.6,46.5,691.8,8.8,15.4,35,0.9,0,0,1.6094379124341,6.54074135724823,3.55534806148941,-0.105360515657826,0
"131",4,6,68.2,21.5,87.2,0.8,15.4,40,2.7,0,0,1.79175946922805,4.47960696301275,3.68887945411394,0.993251773010283,0
"132",4,6,87.2,23.9,64.7,4.1,14,39,3.1,0,0,1.79175946922805,4.18509892549057,3.66356164612965,1.1314021114911,0
"133",4,6,89.3,51.3,102.2,9.6,10.6,46,4.9,0,0,1.79175946922805,4.63666885304746,3.8286413964891,1.58923520511658,0
"134",4,6,93.7,80.9,685.2,17.9,17.6,42,3.1,0,0,1.79175946922805,6.53116913042435,3.73766961828337,1.1314021114911,0
"135",3,5,88.1,25.7,67.6,3.8,14.9,38,2.7,0,0,1.6094379124341,4.22829253473184,3.63758615972639,0.993251773010283,0
"136",3,5,93.5,139.4,594.2,20.3,17.6,52,5.8,0,0,1.6094379124341,6.38889748351888,3.95124371858143,1.75785791755237,0
"137",3,6,92.4,124.1,680.7,8.5,17.2,58,1.3,0,0,1.79175946922805,6.52458967836874,4.06044301054642,0.262364264467491,0
"138",3,6,90.9,126.5,686.5,7,15.6,66,3.1,0,0,1.79175946922805,6.53306182954073,4.18965474202643,1.1314021114911,0
"139",9,9,85.8,48.3,313.4,3.9,18,42,2.7,0,0.36,2.19722457733622,5.75066606055505,3.73766961828337,0.993251773010283,0.307484699747961
"140",1,4,91,129.5,692.6,7,21.7,38,2.2,0,0.43,1.38629436111989,6.54189542546633,3.63758615972639,0.78845736036427,0.357674444271816
"141",2,5,90.9,126.5,686.5,7,21.9,39,1.8,0,0.47,1.6094379124341,6.53306182954073,3.66356164612965,0.587786664902119,0.385262400790645
"142",1,2,95.5,99.9,513.3,13.2,23.3,31,4.5,0,0.55,0.693147180559945,6.24280675278087,3.43398720448515,1.50407739677627,0.438254930931155
"143",8,6,90.1,108,529.8,12.5,21.2,51,8.9,0,0.61,1.79175946922805,6.27438530245805,3.93182563272433,2.18605127673809,0.476234178996372
"144",1,2,90,51.3,296.3,8.7,16.6,53,5.4,0,0.71,0.693147180559945,5.69474173000405,3.97029191355212,1.68639895357023,0.536493370514568
"145",2,5,95.5,99.9,513.3,13.2,23.8,32,5.4,0,0.77,1.6094379124341,6.24280675278087,3.46573590279973,1.68639895357023,0.570979546585738
"146",6,5,95.2,131.7,578.8,10.4,27.4,22,4,0,0.9,1.6094379124341,6.36268321648755,3.09104245335832,1.38629436111989,0.641853886172395
"147",5,4,90.1,39.7,86.6,6.2,13.2,40,5.4,0,0.95,1.38629436111989,4.47278099794235,3.68887945411394,1.68639895357023,0.667829372575655
"148",8,3,84.4,73.4,671.9,3.2,24.2,28,3.6,0,0.96,1.09861228866811,6.51159673019427,3.3322045101752,1.28093384546206,0.672944473242426
"149",2,2,94.8,108.3,647.1,17,17.4,43,6.7,0,1.07,0.693147180559945,6.47404500543367,3.76120011569356,1.90210752639692,0.727548607277278
"150",8,6,93.7,80.9,685.2,17.9,23.7,25,4.5,0,1.12,1.79175946922805,6.53116913042435,3.2188758248682,1.50407739677627,0.751416088683921
"151",6,5,92.5,56.4,433.3,7.1,23.2,39,5.4,0,1.19,1.6094379124341,6.07373553954078,3.66356164612965,1.68639895357023,0.783901543828409
"152",9,9,90.1,68.6,355.2,7.2,24.8,29,2.2,0,1.36,2.19722457733622,5.87549237085556,3.36729582998647,0.78845736036427,0.858661619037519
"153",3,4,90.1,51.2,424.1,6.2,24.6,43,1.8,0,1.43,1.38629436111989,6.05232443536474,3.76120011569356,0.587786664902119,0.887891257352457
"154",5,4,94.3,85.1,692.3,15.9,20.1,47,4.9,0,1.46,1.38629436111989,6.54146280594844,3.85014760171006,1.58923520511658,0.900161349944271
"155",1,5,93.4,145.4,721.4,8.1,29.6,27,2.7,0,1.46,1.6094379124341,6.58257900210278,3.29583686600433,0.993251773010283,0.900161349944271
"156",7,4,94.8,108.3,647.1,17,16.4,47,1.3,0,1.56,1.38629436111989,6.47404500543367,3.85014760171006,0.262364264467491,0.940007258491471
"157",2,4,93.4,145.4,721.4,8.1,28.6,27,2.2,0,1.61,1.38629436111989,6.58257900210278,3.29583686600433,0.78845736036427,0.959350221334602
"158",2,2,92.1,111.2,654.1,9.6,18.4,45,3.6,0,1.63,0.693147180559945,6.48478789573783,3.80666248977032,1.28093384546206,0.966983846189673
"159",2,4,92.1,111.2,654.1,9.6,20.5,35,4,0,1.64,1.38629436111989,6.48478789573783,3.55534806148941,1.38629436111989,0.970778917158225
"160",7,4,92.4,117.9,668,12.2,19,34,5.8,0,1.69,1.38629436111989,6.50578406012823,3.52636052461616,1.75785791755237,0.989541193613748
"161",7,4,90.1,39.7,86.6,6.2,16.1,29,3.1,0,1.75,1.38629436111989,4.47278099794235,3.36729582998647,1.1314021114911,1.01160091167848
"162",6,4,95.2,131.7,578.8,10.4,20.3,41,4,0,1.9,1.38629436111989,6.36268321648755,3.71357206670431,1.38629436111989,1.06471073699243
"163",6,3,90.6,50.1,100.4,7.8,15.2,31,8.5,0,1.94,1.09861228866811,4.61907309115708,3.43398720448515,2.14006616349627,1.07840958135059
"164",8,6,92.5,121.1,674.4,8.6,17.8,56,1.8,0,1.95,1.79175946922805,6.51530510795147,4.02535169073515,0.587786664902119,1.08180517035173
"165",8,5,89.7,90,704.4,4.8,17.8,67,2.2,0,2.01,1.6094379124341,6.55876501780195,4.20469261939097,0.78845736036427,1.10194007876078
"166",6,5,84.9,18.2,55,3,5.3,70,4.5,0,2.14,1.6094379124341,4.02535169073515,4.24849524204936,1.50407739677627,1.14422279992016
"167",6,5,92.1,111.2,654.1,9.6,16.6,47,0.9,0,2.29,1.6094379124341,6.48478789573783,3.85014760171006,-0.105360515657826,1.19088756477728
"168",6,5,96,127.1,570.5,16.5,23.4,33,4.5,0,2.51,1.6094379124341,6.34826448323486,3.49650756146648,1.50407739677627,1.25561603747777
"169",6,5,91.2,48.3,97.8,12.5,14.6,26,9.4,0,2.53,1.6094379124341,4.59309760475382,3.25809653802148,2.24070968927596,1.26129787094521
"170",8,6,95.2,131.7,578.8,10.4,20.7,45,2.2,0,2.55,1.79175946922805,6.36268321648755,3.80666248977032,0.78845736036427,1.26694760348732
"171",5,4,92.9,133.3,699.6,9.2,21.9,35,1.8,0,2.57,1.38629436111989,6.55193711076339,3.55534806148941,0.587786664902119,1.27256559579155
"172",8,6,85.6,90.4,609.6,6.6,17.4,50,4,0,2.69,1.79175946922805,6.41444208030078,3.91202300542815,1.38629436111989,1.30562645805244
"173",7,4,91.4,142.4,601.4,10.6,20.1,39,5.4,0,2.74,1.38629436111989,6.40092167648568,3.66356164612965,1.68639895357023,1.31908561142644
"174",4,4,90.9,126.5,686.5,7,17.7,39,2.2,0,3.07,1.38629436111989,6.53306182954073,3.66356164612965,0.78845736036427,1.4036429994545
"175",1,4,90.2,96.9,624.2,8.9,14.2,53,1.8,0,3.5,1.38629436111989,6.43807159854732,3.97029191355212,0.587786664902119,1.50407739677627
"176",1,4,90.2,96.9,624.2,8.9,20.3,39,4.9,0,4.53,1.38629436111989,6.43807159854732,3.66356164612965,1.58923520511658,1.71018781553424
"177",6,5,81.5,9.1,55.2,2.7,5.8,54,5.8,0,4.61,1.6094379124341,4.02891675689965,3.98898404656427,1.75785791755237,1.72455071953461
"178",2,5,90.2,99.6,631.2,6.3,19.2,44,2.7,0,4.69,1.6094379124341,6.44920579978152,3.78418963391826,0.993251773010283,1.73871024813824
"179",2,5,90.1,82.9,735.7,6.2,18.3,45,2.2,0,4.88,1.6094379124341,6.60218075368877,3.80666248977032,0.78845736036427,1.77155676191054
"180",8,6,88.8,147.3,614.5,9,14.4,66,5.4,0,5.23,1.79175946922805,6.42243494562451,4.18965474202643,1.68639895357023,1.82937633279936
"181",1,3,92.4,124.1,680.7,8.5,23.9,32,6.7,0,5.33,1.09861228866811,6.52458967836874,3.46573590279973,1.90210752639692,1.84530023615608
"182",8,6,84.9,32.8,664.2,3,19.1,32,4,0,5.44,1.79175946922805,6.50008774731877,3.46573590279973,1.38629436111989,1.86252854011626
"183",5,4,86.8,15.6,48.3,3.9,12.4,53,2.2,0,6.38,1.38629436111989,3.89792408104864,3.97029191355212,0.78845736036427,1.99877363861238
"184",7,4,91.7,48.5,696.1,11.1,16.8,45,4.5,0,6.83,1.38629436111989,6.54692887249235,3.80666248977032,1.50407739677627,2.05796251000271
"185",8,6,93.9,135.7,586.7,15.1,20.8,34,4.9,0,6.96,1.79175946922805,6.37621661361861,3.52636052461616,1.58923520511658,2.07442899985629
"186",2,5,91,129.5,692.6,7,17.6,46,3.1,0,7.04,1.6094379124341,6.54189542546633,3.8286413964891,1.1314021114911,2.08442908319087
"187",8,6,89.3,51.3,102.2,9.6,11.5,39,5.8,0,7.19,1.79175946922805,4.63666885304746,3.66356164612965,1.75785791755237,2.10291389786498
"188",1,5,90.9,126.5,686.5,7,21,42,2.2,0,7.3,1.6094379124341,6.53306182954073,3.73766961828337,0.78845736036427,2.11625551480255
"189",6,4,90.8,41.9,89.4,7.9,13.3,42,0.9,0,7.4,1.38629436111989,4.50424426739813,3.73766961828337,-0.105360515657826,2.12823170584927
"190",7,4,90.7,44,92.4,5.5,11.5,60,4,0,8.24,1.38629436111989,4.5368913452348,4.0943445622221,1.38629436111989,2.22354188565359
"191",6,5,91.2,48.3,97.8,12.5,11.7,33,4,0,8.31,1.6094379124341,4.59309760475382,3.49650756146648,1.38629436111989,2.23108909128898
"192",2,5,95.2,131.7,578.8,10.4,24.2,28,2.7,0,8.68,1.6094379124341,6.36268321648755,3.3322045101752,0.993251773010283,2.27006190128849
